hgnc_symbol	gene_biotype	ensembl_gene_id	ensembl_gene_id_version
	lncRNA	ENSG00000226733	ENSG00000226733.4
SLIT1-AS1	lncRNA	ENSG00000234855	ENSG00000234855.2
NRG4	protein_coding	ENSG00000169752	ENSG00000169752.17
	processed_pseudogene	ENSG00000253623	ENSG00000253623.1
RPL32P16	processed_pseudogene	ENSG00000219747	ENSG00000219747.1
TAAR5	protein_coding	ENSG00000135569	ENSG00000135569.4
	processed_pseudogene	ENSG00000257254	ENSG00000257254.1
C8orf89	protein_coding	ENSG00000274443	ENSG00000274443.4
NET1	protein_coding	ENSG00000173848	ENSG00000173848.19
TMCC3	protein_coding	ENSG00000057704	ENSG00000057704.13
	processed_pseudogene	ENSG00000213150	ENSG00000213150.2
	lncRNA	ENSG00000233044	ENSG00000233044.1
	processed_pseudogene	ENSG00000218872	ENSG00000218872.1
	lncRNA	ENSG00000230248	ENSG00000230248.1
BTF3P10	processed_pseudogene	ENSG00000231120	ENSG00000231120.3
	lncRNA	ENSG00000269919	ENSG00000269919.1
	lncRNA	ENSG00000287301	ENSG00000287301.1
KRT19P1	processed_pseudogene	ENSG00000218014	ENSG00000218014.1
MEMO1P2	processed_pseudogene	ENSG00000213117	ENSG00000213117.4
PPIAP85	processed_pseudogene	ENSG00000254103	ENSG00000254103.1
DSCC1	protein_coding	ENSG00000136982	ENSG00000136982.6
CCDC162P	transcribed_unitary_pseudogene	ENSG00000203799	ENSG00000203799.13
LINC02442	lncRNA	ENSG00000256077	ENSG00000256077.5
GGTA2P	processed_pseudogene	ENSG00000237766	ENSG00000237766.2
MAP1LC3B2	protein_coding	ENSG00000258102	ENSG00000258102.5
TPM2	protein_coding	ENSG00000198467	ENSG00000198467.16
REXO1L2P	processed_pseudogene	ENSG00000276998	ENSG00000276998.1
MRPL13	protein_coding	ENSG00000172172	ENSG00000172172.8
SLC9B1	protein_coding	ENSG00000164037	ENSG00000164037.17
	processed_pseudogene	ENSG00000257169	ENSG00000257169.1
	processed_pseudogene	ENSG00000256678	ENSG00000256678.1
	lncRNA	ENSG00000257253	ENSG00000257253.2
OR10U1P	unprocessed_pseudogene	ENSG00000227423	ENSG00000227423.2
GXYLT1	protein_coding	ENSG00000151233	ENSG00000151233.11
	lncRNA	ENSG00000284882	ENSG00000284882.1
	processed_pseudogene	ENSG00000213703	ENSG00000213703.2
SEMA3F	protein_coding	ENSG00000001617	ENSG00000001617.12
EFCAB7	protein_coding	ENSG00000203965	ENSG00000203965.13
	lncRNA	ENSG00000254040	ENSG00000254040.2
	lncRNA	ENSG00000253834	ENSG00000253834.1
	lncRNA	ENSG00000248318	ENSG00000248318.1
	lncRNA	ENSG00000237061	ENSG00000237061.1
LINC00861	lncRNA	ENSG00000245164	ENSG00000245164.8
LINC02238	lncRNA	ENSG00000223479	ENSG00000223479.3
CALCOCO1	protein_coding	ENSG00000012822	ENSG00000012822.16
	lncRNA	ENSG00000234953	ENSG00000234953.2
	processed_pseudogene	ENSG00000233674	ENSG00000233674.2
	lncRNA	ENSG00000254129	ENSG00000254129.1
MCOLN2	protein_coding	ENSG00000153898	ENSG00000153898.13
CEACAMP6	unprocessed_pseudogene	ENSG00000238092	ENSG00000238092.1
	lncRNA	ENSG00000272321	ENSG00000272321.1
	lncRNA	ENSG00000253258	ENSG00000253258.1
	lncRNA	ENSG00000269535	ENSG00000269535.1
	lncRNA	ENSG00000253471	ENSG00000253471.1
CALML5	protein_coding	ENSG00000178372	ENSG00000178372.8
	protein_coding	ENSG00000267173	ENSG00000267173.1
	processed_pseudogene	ENSG00000254247	ENSG00000254247.1
	processed_pseudogene	ENSG00000218813	ENSG00000218813.1
MTND1P5	processed_pseudogene	ENSG00000253795	ENSG00000253795.1
ZNF835	protein_coding	ENSG00000127903	ENSG00000127903.14
CALML3-AS1	lncRNA	ENSG00000205488	ENSG00000205488.9
CCN3	protein_coding	ENSG00000136999	ENSG00000136999.5
CALML3	protein_coding	ENSG00000178363	ENSG00000178363.5
LINC01872	lncRNA	ENSG00000268318	ENSG00000268318.5
	lncRNA	ENSG00000256462	ENSG00000256462.1
WDR88	protein_coding	ENSG00000166359	ENSG00000166359.11
	lncRNA	ENSG00000287566	ENSG00000287566.1
	lncRNA	ENSG00000287235	ENSG00000287235.1
	processed_pseudogene	ENSG00000228685	ENSG00000228685.1
RN7SL445P	misc_RNA	ENSG00000240577	ENSG00000240577.3
	processed_pseudogene	ENSG00000271349	ENSG00000271349.1
ASB13	protein_coding	ENSG00000196372	ENSG00000196372.13
BAALC-AS2	lncRNA	ENSG00000236939	ENSG00000236939.2
NRBF2P4	processed_pseudogene	ENSG00000253228	ENSG00000253228.1
	lncRNA	ENSG00000260949	ENSG00000260949.1
C8orf37-AS1	lncRNA	ENSG00000253773	ENSG00000253773.3
KCMF1	protein_coding	ENSG00000176407	ENSG00000176407.18
MYO6	protein_coding	ENSG00000196586	ENSG00000196586.16
SYBU	protein_coding	ENSG00000147642	ENSG00000147642.17
ZNF667	protein_coding	ENSG00000198046	ENSG00000198046.12
TASOR2	protein_coding	ENSG00000108021	ENSG00000108021.20
SCG5	protein_coding	ENSG00000166922	ENSG00000166922.8
LGALSL-DT	lncRNA	ENSG00000223935	ENSG00000223935.3
	lncRNA	ENSG00000233290	ENSG00000233290.3
ST6GALNAC5	protein_coding	ENSG00000117069	ENSG00000117069.15
MIR4329	miRNA	ENSG00000283775	ENSG00000283775.1
RN7SL266P	misc_RNA	ENSG00000243011	ENSG00000243011.3
IKBKG	protein_coding	ENSG00000269335	ENSG00000269335.6
BCL11A	protein_coding	ENSG00000119866	ENSG00000119866.22
	TEC	ENSG00000280369	ENSG00000280369.1
	lncRNA	ENSG00000286408	ENSG00000286408.1
	lncRNA	ENSG00000249984	ENSG00000249984.1
	lncRNA	ENSG00000249349	ENSG00000249349.1
	lncRNA	ENSG00000251206	ENSG00000251206.1
	processed_pseudogene	ENSG00000243304	ENSG00000243304.3
C5orf66-AS2	lncRNA	ENSG00000249647	ENSG00000249647.2
SREK1IP1	protein_coding	ENSG00000153006	ENSG00000153006.16
	lncRNA	ENSG00000229943	ENSG00000229943.1
CYP4A11	protein_coding	ENSG00000187048	ENSG00000187048.13
GGN	protein_coding	ENSG00000179168	ENSG00000179168.15
LINC02242	lncRNA	ENSG00000249736	ENSG00000249736.1
	lncRNA	ENSG00000286745	ENSG00000286745.1
	lncRNA	ENSG00000287709	ENSG00000287709.1
	processed_pseudogene	ENSG00000250928	ENSG00000250928.1
EPB41L4A-DT	lncRNA	ENSG00000278921	ENSG00000278921.2
	lncRNA	ENSG00000249023	ENSG00000249023.1
	lncRNA	ENSG00000226647	ENSG00000226647.2
	processed_pseudogene	ENSG00000264281	ENSG00000264281.3
CDH12P1	unprocessed_pseudogene	ENSG00000254335	ENSG00000254335.1
TLN1	protein_coding	ENSG00000137076	ENSG00000137076.21
GDI2	protein_coding	ENSG00000057608	ENSG00000057608.17
ZNF805	protein_coding	ENSG00000204524	ENSG00000204524.7
FNIP1	protein_coding	ENSG00000217128	ENSG00000217128.12
LNX1-AS2	lncRNA	ENSG00000248494	ENSG00000248494.1
	processed_pseudogene	ENSG00000249002	ENSG00000249002.2
	lncRNA	ENSG00000286269	ENSG00000286269.1
BLVRB	protein_coding	ENSG00000090013	ENSG00000090013.11
UGT2A3	protein_coding	ENSG00000135220	ENSG00000135220.11
GOLGA2P10	transcribed_unprocessed_pseudogene	ENSG00000255769	ENSG00000255769.7
DSTNP4	processed_pseudogene	ENSG00000215034	ENSG00000215034.4
MAGI1-AS1	lncRNA	ENSG00000240175	ENSG00000240175.1
RFKP2	processed_pseudogene	ENSG00000239439	ENSG00000239439.1
	processed_pseudogene	ENSG00000239280	ENSG00000239280.1
CABYRP1	processed_pseudogene	ENSG00000242983	ENSG00000242983.1
KLK5	protein_coding	ENSG00000167754	ENSG00000167754.13
TNIP3	protein_coding	ENSG00000050730	ENSG00000050730.16
LINC00488	lncRNA	ENSG00000214381	ENSG00000214381.6
NPM1P17	processed_pseudogene	ENSG00000242070	ENSG00000242070.1
OR7E22P	transcribed_unprocessed_pseudogene	ENSG00000179799	ENSG00000179799.9
ARHGAP31-AS1	lncRNA	ENSG00000241155	ENSG00000241155.1
	lncRNA	ENSG00000240562	ENSG00000240562.1
	lncRNA	ENSG00000243276	ENSG00000243276.6
	lncRNA	ENSG00000265967	ENSG00000265967.1
	processed_pseudogene	ENSG00000260685	ENSG00000260685.1
LINC02047	lncRNA	ENSG00000239454	ENSG00000239454.1
ADAMTS7P1	transcribed_unprocessed_pseudogene	ENSG00000274376	ENSG00000274376.4
SLC38A3	protein_coding	ENSG00000188338	ENSG00000188338.15
	lncRNA	ENSG00000285974	ENSG00000285974.1
PSMB10	protein_coding	ENSG00000205220	ENSG00000205220.12
ETFA	protein_coding	ENSG00000140374	ENSG00000140374.16
TMSB10	protein_coding	ENSG00000034510	ENSG00000034510.6
KMT5AP2	processed_pseudogene	ENSG00000232531	ENSG00000232531.3
MTATP8P2	processed_pseudogene	ENSG00000229604	ENSG00000229604.2
NOTO	protein_coding	ENSG00000214513	ENSG00000214513.4
NCAPG2	protein_coding	ENSG00000146918	ENSG00000146918.20
NRBF2P5	processed_pseudogene	ENSG00000270427	ENSG00000270427.1
	lncRNA	ENSG00000272764	ENSG00000272764.1
RPL12P28	processed_pseudogene	ENSG00000240180	ENSG00000240180.1
DRD5P1	processed_pseudogene	ENSG00000184303	ENSG00000184303.5
RPL37P10	processed_pseudogene	ENSG00000224627	ENSG00000224627.1
RPL12P18	processed_pseudogene	ENSG00000213400	ENSG00000213400.3
LYARP1	processed_pseudogene	ENSG00000229560	ENSG00000229560.1
	lncRNA	ENSG00000287658	ENSG00000287658.1
LASTR	lncRNA	ENSG00000242147	ENSG00000242147.3
LINC01293	lncRNA	ENSG00000230836	ENSG00000230836.1
ZNF610	protein_coding	ENSG00000167554	ENSG00000167554.15
	lncRNA	ENSG00000287931	ENSG00000287931.1
RPL12P19	processed_pseudogene	ENSG00000226972	ENSG00000226972.2
HMGB1P31	processed_pseudogene	ENSG00000233266	ENSG00000233266.1
PGBD4P5	processed_pseudogene	ENSG00000225136	ENSG00000225136.1
LINC01119	lncRNA	ENSG00000239332	ENSG00000239332.6
MIR6852	miRNA	ENSG00000284195	ENSG00000284195.1
CREB3	protein_coding	ENSG00000107175	ENSG00000107175.12
CEP55	protein_coding	ENSG00000138180	ENSG00000138180.16
	lncRNA	ENSG00000286918	ENSG00000286918.1
	lncRNA	ENSG00000228734	ENSG00000228734.2
	lncRNA	ENSG00000260064	ENSG00000260064.1
	lncRNA	ENSG00000226605	ENSG00000226605.1
	unprocessed_pseudogene	ENSG00000248821	ENSG00000248821.1
	protein_coding	ENSG00000287694	ENSG00000287694.1
RNA5SP323	rRNA_pseudogene	ENSG00000212396	ENSG00000212396.1
SEC24B	protein_coding	ENSG00000138802	ENSG00000138802.11
FFAR4	protein_coding	ENSG00000186188	ENSG00000186188.11
CD8B	protein_coding	ENSG00000172116	ENSG00000172116.23
ATG4C	protein_coding	ENSG00000125703	ENSG00000125703.15
	unprocessed_pseudogene	ENSG00000273773	ENSG00000273773.1
ATF4P1	processed_pseudogene	ENSG00000213338	ENSG00000213338.3
FAM223B	lncRNA	ENSG00000272681	ENSG00000272681.2
EMC8	protein_coding	ENSG00000131148	ENSG00000131148.9
IKBKGP1	unprocessed_pseudogene	ENSG00000275882	ENSG00000275882.1
	processed_pseudogene	ENSG00000236722	ENSG00000236722.1
	unprocessed_pseudogene	ENSG00000226141	ENSG00000226141.1
	lncRNA	ENSG00000233214	ENSG00000233214.1
BFSP2	protein_coding	ENSG00000170819	ENSG00000170819.5
OR3B1P	unprocessed_pseudogene	ENSG00000237619	ENSG00000237619.2
	lncRNA	ENSG00000235806	ENSG00000235806.1
RABAC1	protein_coding	ENSG00000105404	ENSG00000105404.11
	lncRNA	ENSG00000287729	ENSG00000287729.1
MID1IP1-AS1	lncRNA	ENSG00000238123	ENSG00000238123.1
MID1IP1	protein_coding	ENSG00000165175	ENSG00000165175.16
PNKDP1	processed_pseudogene	ENSG00000228089	ENSG00000228089.1
	processed_pseudogene	ENSG00000235190	ENSG00000235190.1
RNA5SP514	rRNA_pseudogene	ENSG00000200587	ENSG00000200587.1
STK26	protein_coding	ENSG00000134602	ENSG00000134602.16
RBP4	protein_coding	ENSG00000138207	ENSG00000138207.14
MIR6853	miRNA	ENSG00000273945	ENSG00000273945.1
	protein_coding	ENSG00000251012	ENSG00000251012.2
GBA2	protein_coding	ENSG00000070610	ENSG00000070610.14
IL9	protein_coding	ENSG00000145839	ENSG00000145839.2
PHLDB2	protein_coding	ENSG00000144824	ENSG00000144824.21
RXYLT1	protein_coding	ENSG00000118600	ENSG00000118600.12
	lncRNA	ENSG00000267090	ENSG00000267090.1
TMEM147-AS1	lncRNA	ENSG00000236144	ENSG00000236144.8
NPIPA2	protein_coding	ENSG00000254852	ENSG00000254852.8
	processed_pseudogene	ENSG00000250194	ENSG00000250194.1
PDE6C	protein_coding	ENSG00000095464	ENSG00000095464.10
MIR583HG	lncRNA	ENSG00000250551	ENSG00000250551.1
NLRP2	protein_coding	ENSG00000022556	ENSG00000022556.16
TGFBI	protein_coding	ENSG00000120708	ENSG00000120708.17
	lncRNA	ENSG00000260945	ENSG00000260945.1
NPIPA5	protein_coding	ENSG00000183793	ENSG00000183793.14
VSIG2	protein_coding	ENSG00000019102	ENSG00000019102.12
BMS1P23	transcribed_unprocessed_pseudogene	ENSG00000286156	ENSG00000286156.1
C2orf16	protein_coding	ENSG00000221843	ENSG00000221843.4
RNF103	protein_coding	ENSG00000239305	ENSG00000239305.7
FRA10AC1	protein_coding	ENSG00000148690	ENSG00000148690.12
	lncRNA	ENSG00000285850	ENSG00000285850.1
	lncRNA	ENSG00000278376	ENSG00000278376.1
	lncRNA	ENSG00000261310	ENSG00000261310.1
CFL1P3	processed_pseudogene	ENSG00000228056	ENSG00000228056.3
	lncRNA	ENSG00000285041	ENSG00000285041.1
	lncRNA	ENSG00000237718	ENSG00000237718.2
	processed_pseudogene	ENSG00000185839	ENSG00000185839.3
LINC02706	lncRNA	ENSG00000255344	ENSG00000255344.2
	lncRNA	ENSG00000259725	ENSG00000259725.1
LINC02797	lncRNA	ENSG00000285808	ENSG00000285808.1
	lncRNA	ENSG00000257849	ENSG00000257849.1
	lncRNA	ENSG00000236676	ENSG00000236676.1
SNRPGP18	processed_pseudogene	ENSG00000257979	ENSG00000257979.1
GNPATP	processed_pseudogene	ENSG00000259844	ENSG00000259844.2
	lncRNA	ENSG00000275678	ENSG00000275678.1
	lncRNA	ENSG00000254551	ENSG00000254551.1
	processed_pseudogene	ENSG00000229440	ENSG00000229440.1
COX6CP13	processed_pseudogene	ENSG00000234144	ENSG00000234144.1
MTND5P34	processed_pseudogene	ENSG00000260147	ENSG00000260147.1
	lncRNA	ENSG00000260573	ENSG00000260573.4
KRT80	protein_coding	ENSG00000167767	ENSG00000167767.14
LINC01359	lncRNA	ENSG00000226891	ENSG00000226891.9
USP2	protein_coding	ENSG00000036672	ENSG00000036672.16
	misc_RNA	ENSG00000201034	ENSG00000201034.1
MIR5587	miRNA	ENSG00000266124	ENSG00000266124.1
MIR3176	miRNA	ENSG00000266235	ENSG00000266235.1
SNORA10	snoRNA	ENSG00000206811	ENSG00000206811.1
SNORA64	snoRNA	ENSG00000207405	ENSG00000207405.1
MIR6859-4	miRNA	ENSG00000278739	ENSG00000278739.1
MIR3180-5	miRNA	ENSG00000264397	ENSG00000264397.1
MIR4717	miRNA	ENSG00000264004	ENSG00000264004.1
SNORD60	snoRNA	ENSG00000206630	ENSG00000206630.1
SNORA78	snoRNA	ENSG00000273587	ENSG00000273587.1
RN7SL850P	misc_RNA	ENSG00000263955	ENSG00000263955.2
	snoRNA	ENSG00000281010	ENSG00000281010.1
KCNQ2	protein_coding	ENSG00000075043	ENSG00000075043.20
	misc_RNA	ENSG00000278700	ENSG00000278700.1
RN7SL219P	misc_RNA	ENSG00000265386	ENSG00000265386.2
MIR6769A	miRNA	ENSG00000276641	ENSG00000276641.1
	misc_RNA	ENSG00000276096	ENSG00000276096.1
MIR3677	miRNA	ENSG00000266643	ENSG00000266643.1
MIR1225	miRNA	ENSG00000221656	ENSG00000221656.1
	misc_RNA	ENSG00000200059	ENSG00000200059.1
MIR4516	miRNA	ENSG00000265867	ENSG00000265867.1
	misc_RNA	ENSG00000201075	ENSG00000201075.2
MIR3180-4	miRNA	ENSG00000264115	ENSG00000264115.1
MIR4718	miRNA	ENSG00000264733	ENSG00000264733.1
MIR940	miRNA	ENSG00000284346	ENSG00000284346.1
MIR3180-1	miRNA	ENSG00000265537	ENSG00000265537.1
MIR1972-1	miRNA	ENSG00000238728	ENSG00000238728.1
RGP1	protein_coding	ENSG00000107185	ENSG00000107185.10
MIR6511B2	miRNA	ENSG00000283346	ENSG00000283346.1
MIR3179-3	miRNA	ENSG00000266454	ENSG00000266454.1
	misc_RNA	ENSG00000207294	ENSG00000207294.1
TXN2P1	processed_pseudogene	ENSG00000213540	ENSG00000213540.3
MIR3670-3	miRNA	ENSG00000265776	ENSG00000265776.1
	unprocessed_pseudogene	ENSG00000277670	ENSG00000277670.1
	snoRNA	ENSG00000199474	ENSG00000199474.1
MIR6511A4	miRNA	ENSG00000273613	ENSG00000273613.1
RNU7-125P	snRNA	ENSG00000238964	ENSG00000238964.1
PDE4B-AS1	lncRNA	ENSG00000227466	ENSG00000227466.1
MIR3180-3	miRNA	ENSG00000266291	ENSG00000266291.1
RN7SL274P	misc_RNA	ENSG00000242430	ENSG00000242430.3
ASB17	protein_coding	ENSG00000154007	ENSG00000154007.7
RNU4-46P	snRNA	ENSG00000222750	ENSG00000222750.1
MIR3179-1	miRNA	ENSG00000284305	ENSG00000284305.1
	snoRNA	ENSG00000238685	ENSG00000238685.1
	misc_RNA	ENSG00000207425	ENSG00000207425.1
MIR6511A1	miRNA	ENSG00000275259	ENSG00000275259.1
MIR193B	miRNA	ENSG00000207639	ENSG00000207639.1
MIR6770-1	miRNA	ENSG00000278265	ENSG00000278265.1
MIR365A	miRNA	ENSG00000199130	ENSG00000199130.3
MIR3680-1	miRNA	ENSG00000265462	ENSG00000265462.1
	scaRNA	ENSG00000252798	ENSG00000252798.1
RN7SL557P	misc_RNA	ENSG00000266166	ENSG00000266166.2
MIR6511B1	miRNA	ENSG00000284008	ENSG00000284008.1
	misc_RNA	ENSG00000201371	ENSG00000201371.1
RNU6-159P	snRNA	ENSG00000212382	ENSG00000212382.1
RNU6-1241P	snRNA	ENSG00000207266	ENSG00000207266.1
RN7SKP127	misc_RNA	ENSG00000222375	ENSG00000222375.1
MIR6770-3	miRNA	ENSG00000275391	ENSG00000275391.1
	misc_RNA	ENSG00000206927	ENSG00000206927.1
RNU6-1340P	snRNA	ENSG00000207167	ENSG00000207167.1
MIR3670-1	miRNA	ENSG00000263918	ENSG00000263918.1
MIR548W	miRNA	ENSG00000265005	ENSG00000265005.1
RNA5SP405	rRNA_pseudogene	ENSG00000199929	ENSG00000199929.1
MIR3670-4	miRNA	ENSG00000274025	ENSG00000274025.1
MIR3179-4	miRNA	ENSG00000277014	ENSG00000277014.1
RNA5SP409	rRNA_pseudogene	ENSG00000252624	ENSG00000252624.1
RNA5SP406	rRNA_pseudogene	ENSG00000251915	ENSG00000251915.1
RNU6-257P	snRNA	ENSG00000222170	ENSG00000222170.1
RNA5SP408	rRNA_pseudogene	ENSG00000251924	ENSG00000251924.1
RNA5SP410	rRNA_pseudogene	ENSG00000252094	ENSG00000252094.1
	misc_RNA	ENSG00000275909	ENSG00000275909.1
COX6B1P7	processed_pseudogene	ENSG00000225242	ENSG00000225242.2
RNU6-845P	snRNA	ENSG00000199448	ENSG00000199448.1
RNA5SP413	rRNA_pseudogene	ENSG00000252182	ENSG00000252182.1
RNA5SP415	rRNA_pseudogene	ENSG00000253055	ENSG00000253055.1
RNA5SP416	rRNA_pseudogene	ENSG00000252647	ENSG00000252647.1
	lncRNA	ENSG00000230498	ENSG00000230498.3
	lncRNA	ENSG00000286932	ENSG00000286932.1
RNA5SP417	rRNA_pseudogene	ENSG00000252268	ENSG00000252268.1
RPL21P24	processed_pseudogene	ENSG00000229554	ENSG00000229554.2
RNA5SP418	rRNA_pseudogene	ENSG00000251760	ENSG00000251760.1
SUCLA2P2	processed_pseudogene	ENSG00000233107	ENSG00000233107.1
RNA5SP419	rRNA_pseudogene	ENSG00000251717	ENSG00000251717.1
RNA5SP420	rRNA_pseudogene	ENSG00000252806	ENSG00000252806.1
	lncRNA	ENSG00000285851	ENSG00000285851.1
RNA5SP421	rRNA_pseudogene	ENSG00000252673	ENSG00000252673.1
	lncRNA	ENSG00000233251	ENSG00000233251.8
RNA5SP422	rRNA_pseudogene	ENSG00000252587	ENSG00000252587.1
	lncRNA	ENSG00000285782	ENSG00000285782.2
RNA5SP423	rRNA_pseudogene	ENSG00000252936	ENSG00000252936.1
	misc_RNA	ENSG00000222767	ENSG00000222767.1
RNA5SP411	rRNA_pseudogene	ENSG00000276599	ENSG00000276599.1
RNA5SP425	rRNA_pseudogene	ENSG00000222268	ENSG00000222268.1
RNA5SP412	rRNA_pseudogene	ENSG00000277004	ENSG00000277004.1
LGI1	protein_coding	ENSG00000108231	ENSG00000108231.14
	rRNA_pseudogene	ENSG00000288601	ENSG00000288601.1
RNA5SP414	rRNA_pseudogene	ENSG00000274228	ENSG00000274228.1
	pseudogene	ENSG00000280454	ENSG00000280454.1
RNA5-8SP2	rRNA_pseudogene	ENSG00000200434	ENSG00000200434.1
	TEC	ENSG00000278957	ENSG00000278957.1
RNA5SP407	rRNA_pseudogene	ENSG00000222207	ENSG00000222207.1
RN7SL841P	misc_RNA	ENSG00000239555	ENSG00000239555.3
PLGLB2	protein_coding	ENSG00000125551	ENSG00000125551.19
RN7SKP142	misc_RNA	ENSG00000223168	ENSG00000223168.1
RNU4-58P	snRNA	ENSG00000200062	ENSG00000200062.1
RNU6-21P	snRNA	ENSG00000207441	ENSG00000207441.1
	misc_RNA	ENSG00000275808	ENSG00000275808.1
RNA5SP428	rRNA_pseudogene	ENSG00000201999	ENSG00000201999.1
MSMP	protein_coding	ENSG00000215183	ENSG00000215183.5
RN7SKP76	misc_RNA	ENSG00000201289	ENSG00000201289.1
ADGRL4	protein_coding	ENSG00000162618	ENSG00000162618.15
	misc_RNA	ENSG00000207173	ENSG00000207173.1
RNU7-90P	snRNA	ENSG00000238731	ENSG00000238731.1
RNU7-71P	snRNA	ENSG00000251868	ENSG00000251868.1
RNU6-22P	snRNA	ENSG00000207083	ENSG00000207083.1
RNA5SP430	rRNA_pseudogene	ENSG00000199299	ENSG00000199299.1
RNU6-758P	snRNA	ENSG00000252101	ENSG00000252101.2
RN7SKP233	misc_RNA	ENSG00000252814	ENSG00000252814.1
RNA5SP433	rRNA_pseudogene	ENSG00000201361	ENSG00000201361.1
	misc_RNA	ENSG00000200164	ENSG00000200164.1
	snoRNA	ENSG00000252022	ENSG00000252022.1
	snRNA	ENSG00000283564	ENSG00000283564.1
MIR1910	miRNA	ENSG00000283416	ENSG00000283416.1
	snRNA	ENSG00000275504	ENSG00000275504.1
MIR4719	miRNA	ENSG00000266426	ENSG00000266426.1
RNU6-898P	snRNA	ENSG00000202497	ENSG00000202497.1
MIR8058	miRNA	ENSG00000277387	ENSG00000277387.1
MIR6774	miRNA	ENSG00000274134	ENSG00000274134.1
RN7SL134P	misc_RNA	ENSG00000263360	ENSG00000263360.2
	lncRNA	ENSG00000228843	ENSG00000228843.2
MIR3182	miRNA	ENSG00000263785	ENSG00000263785.1
RN7SKP190	misc_RNA	ENSG00000251888	ENSG00000251888.1
	snoRNA	ENSG00000252443	ENSG00000252443.1
MIR140	miRNA	ENSG00000208017	ENSG00000208017.3
	lncRNA	ENSG00000227388	ENSG00000227388.3
MIR5189	miRNA	ENSG00000263456	ENSG00000263456.1
RN7SKP176	misc_RNA	ENSG00000260682	ENSG00000260682.3
MIR6775	miRNA	ENSG00000278598	ENSG00000278598.1
MIR5093	miRNA	ENSG00000266307	ENSG00000266307.1
RN7SL381P	misc_RNA	ENSG00000263968	ENSG00000263968.2
	misc_RNA	ENSG00000199949	ENSG00000199949.2
RNU1-103P	snRNA	ENSG00000252311	ENSG00000252311.1
	lncRNA	ENSG00000282890	ENSG00000282890.1
MIR4722	miRNA	ENSG00000284585	ENSG00000284585.1
RNU6-237P	snRNA	ENSG00000251794	ENSG00000251794.1
RPL26P13	processed_pseudogene	ENSG00000213495	ENSG00000213495.3
	misc_RNA	ENSG00000207525	ENSG00000207525.1
SPAG8	protein_coding	ENSG00000137098	ENSG00000137098.14
MRPL19	protein_coding	ENSG00000115364	ENSG00000115364.14
KREMEN2	protein_coding	ENSG00000131650	ENSG00000131650.14
	TEC	ENSG00000279190	ENSG00000279190.1
RPL30P12	processed_pseudogene	ENSG00000240631	ENSG00000240631.1
RAB21	protein_coding	ENSG00000080371	ENSG00000080371.6
LINC01414	lncRNA	ENSG00000253554	ENSG00000253554.7
AGKP2	processed_pseudogene	ENSG00000228819	ENSG00000228819.1
RAP2C	protein_coding	ENSG00000123728	ENSG00000123728.10
SUMO2P20	processed_pseudogene	ENSG00000253721	ENSG00000253721.1
TMEM74	protein_coding	ENSG00000164841	ENSG00000164841.5
FBXO32	protein_coding	ENSG00000156804	ENSG00000156804.7
	processed_pseudogene	ENSG00000257629	ENSG00000257629.1
FRMD7	protein_coding	ENSG00000165694	ENSG00000165694.10
LSM3P3	processed_pseudogene	ENSG00000225787	ENSG00000225787.1
KRT71	protein_coding	ENSG00000139648	ENSG00000139648.7
	lncRNA	ENSG00000286374	ENSG00000286374.1
	processed_pseudogene	ENSG00000235653	ENSG00000235653.1
ADAMTS8	protein_coding	ENSG00000134917	ENSG00000134917.10
MAP4K3-DT	lncRNA	ENSG00000231312	ENSG00000231312.7
HINT2	protein_coding	ENSG00000137133	ENSG00000137133.11
BHMT2	protein_coding	ENSG00000132840	ENSG00000132840.10
	lncRNA	ENSG00000287957	ENSG00000287957.1
PCNAP1	transcribed_processed_pseudogene	ENSG00000249065	ENSG00000249065.2
